0000000001,1,0.9687461934318153
0000000002,2,0.5258417704885566,0000000001
0000000003,3,0.9651325586143114,0000000001,0000000002
0000000004,4,0.538860384992633,0000000001,0000000002,0000000003
0000000005,5,0.23259922292235313
0000000006,6,0.9546395127257657,0000000005,0000000002
0000000007,7,0.9906035081215298,0000000002,0000000001,0000000003
0000000008,8,0.016604357198620873,0000000006,0000000007
0000000009,9,0.030741156034630696,0000000003,0000000005
0000000010,10,0.35807576884569997,0000000003,0000000001,0000000002
0000000011,11,0.5917595953094108,0000000008,0000000006,0000000007
0000000012,12,0.8902452572921987,0000000001,0000000008,0000000002
0000000013,13,0.5080039237040446,0000000010,0000000007,0000000006
0000000014,14,0.3988038714529524,0000000001,0000000008,0000000013
0000000015,15,0.17598688078442945
0000000016,16,0.34121078280703376,0000000002,0000000004,0000000011
0000000017,17,0.6042627515687106
0000000018,18,0.07926479653982493,0000000011,0000000015,0000000017
0000007308,7308,0.5509300198835134,0000005201,0000005449,0000001895,0000006731
0000007309,7309,0.5670733526715583,0000006919,0000003881,0000001956,0000001021
0000007310,7310,0.8893855726960037
0000007311,7311,0.6805175905535652,0000006039,0000003727,0000001973,0000005493
0000007312,7312,0.41110797259836335,0000003784,0000001434,0000007043,0000001608
0000007313,7313,0.22167329163505706,0000000479,0000003099,0000004735,0000001049
0000007314,7314,0.5533172367262685,0000004357,0000001859,0000004150,0000007005
0000007315,7315,0.45209727820067497,0000007045,0000001804,0000003670,0000000823
0000007316,7316,0.2441429827607763
0000007317,7317,0.06420893507740555,0000005553,0000001700,0000002508,0000003349
0000007318,7318,0.00131781036437205,0000003366,0000006355,0000002423,0000006306
0000007319,7319,0.3712638701733466,0000002467,0000006910,0000000970,0000007071
0000007320,7320,0.2666188949829875,0000005611,0000003441,0000004535,0000004994
0000007321,7321,0.729617291452567,0000002389,0000000503,0000005212,0000000737
0000007322,7322,0.1455166835158666,0000000550,0000006393,0000007019,0000006210
0000007323,7323,0.5749795599281161,0000001611,0000001414,0000006334,0000004133
0000007324,7324,0.05191940043603525,0000001630,0000004855,0000004873,0000000808
0000007325,7325,0.08856830818358968,0000000758,0000002445,0000002696,0000003414
0000007326,7326,0.6269657221406176,0000005160,0000000086,0000000445,0000005677
0000007327,7327,0.3913862301516536,0000001385,0000005029,0000001858,0000000128
0000007328,7328,0.3825078959124819,0000000862,0000005177,0000004994,0000001421
0000007329,7329,0.007819888902427454,0000004378,0000004892,0000002636,0000000230
0000007330,7330,0.07091930058919126,0000006821,0000000477,0000000238,0000004640
0000007331,7331,0.44115904909230946,0000003311,0000000127,0000004471,0000004843
0000007332,7332,0.7384208225743909,0000003788,0000003107,0000002039,0000001464
0000007333,7333,0.5988409788186999,0000001152,0000000254,0000000331,0000001210
0000007334,7334,0.48588825746894526,0000001404,0000001028,0000003034,0000000771
0000007335,7335,0.9224674798601549,0000005931,0000003448,0000004261,0000002962
0000007336,7336,0.21543928529425402,0000006335,0000002884,0000007156,0000007007
0000007337,7337,0.46709701006993903,0000005008,0000003123,0000005432,0000000192
0000007338,7338,0.2778390927038744,0000002148,0000002770,0000003284,0000005009
0000007339,7339,0.1264152765894459,0000004365,0000004358,0000002217,0000003140
0000007340,7340,0.31676794499226346,0000004111,0000002013,0000007016,0000004811
0000007341,7341,0.8544142342565533,0000001158,0000001336,0000002097,0000001085
0000007342,7342,0.9960133494921566,0000007030,0000004878,0000000457,0000002366
0000007343,7343,0.11335141093009003,0000003661,0000002243,0000003406,0000001971
0000007344,7344,0.9429407780882616,0000003592,0000004094,0000000784,0000002179
0000007345,7345,0.2945446624422231,0000005217,0000005704,0000003796,0000002309
0000007346,7346,0.07334965277655839,0000006322,0000005546,0000001437,0000001255
0000007347,7347,0.2378413514463619,0000006348,0000005727,0000003052,0000005987
0000007348,7348,0.7311873852989997,0000005907,0000002461,0000006776,0000004433
0000007349,7349,0.4700973510729456
0000007350,7350,0.7045330775170731,0000004426,0000002795,0000001457,0000001054
0000007351,7351,0.21306238351502516,0000006087,0000005622,0000006532,0000004278
0000007352,7352,0.06706357065320717,0000003775,0000001382,0000005550,0000004491
0000007353,7353,0.713770358878779,0000002200,0000001500,0000003470,0000004079
0000007354,7354,0.4162313462368,0000006286,0000002369,0000001121,0000006704
0000007355,7355,0.5752291180080223
0000007356,7356,0.5606673792681381,0000004764,0000006777,0000005511,0000006274
0000007357,7357,0.07789452813385102,0000002749,0000003663,0000006548,0000005799
0000007358,7358,0.8711988499951409,0000001713,0000001883,0000002289,0000000986
0000007359,7359,0.6815242344126402,0000006365,0000002442,0000004423,0000000013
0000007360,7360,0.0431714600945447,0000007083,0000003834,0000005021,0000000041
0000007361,7361,0.2051597850338016,0000005292,0000003226,0000005256,0000001850
0000007362,7362,0.6895450477600983,0000007355,0000000829,0000003331,0000002090
0000007363,7363,0.299754627879007,0000000610,0000003840,0000002244,0000003635
0000007364,7364,0.1534496639278459,0000006310,0000005169,0000001837,0000004025
0000007365,7365,0.3239583685559037,0000006596,0000004307,0000001553,0000003644
0000007366,7366,0.8836548040776082,0000006172,0000000223,0000000213,0000001249
0000007367,7367,0.9612790963003462,0000006072,0000003246,0000001924,0000002767
0000007368,7368,0.1778352278856738
0000007369,7369,0.8940936967883151,0000000849,0000006394,0000005862,0000005821
0000007370,7370,0.04542895403343358,0000000859,0000003066,0000004777,0000004581
0000007371,7371,0.09839990856528402,0000003864,0000002312,0000005411,0000001957
0000007372,7372,0.31254487410585,0000004055,0000003023,0000000079,0000001060
0000007373,7373,0.5787391921011894,0000004116,0000006657,0000001730,0000001496
0000007374,7374,0.8367613162556032,0000004427,0000007047,0000003867,0000000721
0000007375,7375,0.10994201758125906,0000003105,0000001461,0000005846,0000003774
0000007376,7376,0.13460624388791048,0000000482,0000004740,0000000339,0000005245
0000007377,7377,0.2587384942247627,0000000563,0000005958,0000004386,0000006352
0000007378,7378,0.5902593648704576,0000006436,0000002792,0000006006,0000005563
0000007379,7379,0.5635094550002238,0000005142,0000000502,0000001125,0000002902
0000007380,7380,0.783900734385295,0000002385,0000001609,0000001849,0000001262
0000007381,7381,0.5821786770530533,0000001137,0000007165,0000000283,0000002698
0000007382,7382,0.35429288965652816,0000005202,0000001389,0000001481,0000002417
0000007383,7383,0.9835129592002942,0000000414,0000005910,0000003336,0000005109
0000007384,7384,0.220657692040518,0000001232,0000004614,0000006496,0000005702
0000007385,7385,0.4877299420567917,0000004337,0000001815,0000000061,0000003983
0000007386,7386,0.6167993785010921,0000006065,0000001782,0000003646,0000006958
0000007387,7387,0.2090137550414824,0000001190,0000001205,0000004379,0000000873
0000007388,7388,0.1976326483590499
0000007389,7389,0.7067924272715149,0000000278,0000005315,0000006133,0000005324
0000007390,7390,0.15538790142586859,0000004423,0000003385,0000002520,0000004642
0000007391,7391,0.17784316719464838,0000004701,0000002855,0000002903,0000003736
0000007392,7392,0.49212578257599704,0000000509,0000000689,0000003666,0000003156
0000007393,7393,0.3838952407598646,0000000600,0000003510,0000002198,0000007354
0000007394,7394,0.19110130565786762,0000002822,0000003877,0000005062,0000000092
0000007395,7395,0.5687032061646241,0000005237,0000002133,0000002162,0000002291
0000007396,7396,0.9784332336863815,0000005229,0000002269,0000000385,0000006175
0000007397,7397,0.47671691436331803,0000005410,0000005983,0000004594,0000002435
0000007398,7398,0.44031687029956734,0000003640,0000002844,0000005092,0000000095
0000007399,7399,0.501545631168168,0000000205,0000006352,0000003236,0000006081
0000007400,7400,0.289385735968199,0000003321,0000006859,0000002785,0000006013
0000007401,7401,0.5311640820551181
0000007402,7402,0.3261263936153926,0000004165,0000004507,0000006398,0000003761
0000007403,7403,0.00781371476187659,0000003420,0000000499,0000006813,0000002732
0000007404,7404,0.8445402203737387,0000006614,0000001821,0000000210,0000005443
0000007405,7405,0.9797251098298944,0000006677,0000000722,0000001517,0000005887
0000007406,7406,0.2957128356795428,0000005970,0000003268,0000005290,0000002628
0000007407,7407,0.14001053986758127,0000001652,0000001170,0000001598,0000001723
0000007408,7408,0.10038190816535368,0000002590,0000004446,0000003730,0000000177
0000007409,7409,0.7795515350883522,0000006955,0000000871,0000004546,0000002723
0000007410,7410,0.8805966705875938,0000002660,0000002736,0000007386,0000004761
0000007411,7411,0.9254756892871406,0000006713,0000003951,0000005718,0000006451
0000007412,7412,0.14096378690099529,0000002839,0000001018,0000002434,0000001366
0000007413,7413,0.127838473182531,0000002462,0000001588,0000001428,0000006871
0000007414,7414,0.48769573696002344,0000001390,0000000586,0000006515,0000006767
0000007415,7415,0.5618000002334239,0000001076,0000000040,0000002991,0000006411
0000007416,7416,0.9611397618284188,0000002481,0000004447,0000006935,0000003875
0000007417,7417,0.26612768512360035,0000003066,0000004609,0000005887,0000006262
0000007418,7418,0.7481174541796689,0000003199,0000003882,0000003579,0000007400
0000007419,7419,0.16637552692952384,0000000186,0000002791,0000004141,0000006583
0000007420,7420,0.7490832148032149,0000006458,0000004826,0000004597,0000006727
0000007421,7421,0.4660315111382013,0000004675,0000004479,0000006589,0000006540
0000007422,7422,0.25312569655599515
0000007423,7423,0.5523609345220178,0000004576,0000005446,0000005564,0000005861
0000007424,7424,0.5696429940917613,0000007141,0000005433,0000007120,0000007324
0000007425,7425,0.11926457341284186,0000003473,0000003906,0000004048,0000004373
0000007426,7426,0.49345953323474606,0000003728,0000005109,0000003251,0000002155
0000007427,7427,0.04368239905352684,0000006165,0000001861,0000004819,0000001212
0000007428,7428,0.5235152274008933,0000005348,0000001772,0000002440,0000001353
0000007429,7429,0.6564731479496994,0000004983,0000006048,0000006934,0000003059
0000007430,7430,0.1965325526100558,0000006663,0000003559,0000004467,0000002598
0000007431,7431,0.9309939837159014,0000005245,0000007183,0000004748,0000007088
0000007432,7432,0.8740783568956586,0000006819,0000006950,0000004580,0000002090
0000007433,7433,0.9464374489792129,0000001716,0000004330,0000006136,0000003042
0000007434,7434,0.6006269443724344,0000006242,0000003482,0000006355,0000001696
0000007435,7435,0.10951475914154822,0000000658,0000004443,0000005435,0000002631
0000007436,7436,0.21032641014676628,0000002966,0000005548,0000004538,0000007228
0000007437,7437,0.5279356960667446,0000006327,0000006403,0000005392,0000000668
0000007438,7438,0.3277917317328841,0000001637,0000004268,0000004546,0000005600
0000007439,7439,0.6039994869593557,0000001119,0000000445,0000000959,0000002712
0000007440,7440,0.15811741171453356,0000004829,0000004379,0000007089,0000000782
0000007441,7441,0.9027780026964699,0000004904,0000006065,0000001405,0000001202
0000007442,7442,0.5912244187537996,0000004855,0000002585,0000003984,0000002333
0000007443,7443,0.5593391042801862,0000005182,0000004392,0000000765,0000000609
0000007444,7444,0.4582635609498467,0000002244,0000003566,0000003081,0000004593
0000007445,7445,0.8743906562011851,0000003992,0000001916,0000006646,0000005037
0000007446,7446,0.32675614403421077,0000000960,0000004667,0000004723,0000000675
0000007447,7447,0.34576632003582425,0000004869,0000005708,0000006477,0000003298
0000007448,7448,0.08497930558849114,0000002165,0000000075,0000004182,0000006402
0000007449,7449,0.5303144539143476,0000001766,0000005844,0000004452,0000001857
0000007450,7450,0.64129677241166,0000007043,0000001833,0000005736,0000000456
0000007451,7451,0.7497206219487573,0000000265,0000005620,0000007126,0000006943
0000007452,7452,0.57351655045648,0000000470,0000002471,0000006483,0000000621
0000007453,7453,0.2487610102049889,0000003730,0000004522,0000001470,0000006610
0000007454,7454,0.6981712145268023,0000007067,0000007009,0000004341,0000005408
0000007455,7455,0.5585386223116956,0000003900,0000001016,0000001974,0000000239
0000007456,7456,0.3800216441939457,0000003315,0000006497,0000003011,0000006764
0000007457,7457,0.036942066744662196,0000003634,0000006647,0000000330,0000004126
0000007458,7458,0.4077748105177371,0000005321,0000006558,0000004620,0000000134
0000007459,7459,0.33641397461491224,0000002716,0000006339,0000005203,0000006195
0000007460,7460,0.9821160174457896,0000006618,0000001121,0000001592,0000001502
0000007461,7461,0.8138767550107273,0000007187,0000004219,0000002760,0000002089
0000007462,7462,0.7556304724102672,0000004836,0000000056,0000002430,0000007099
0000007463,7463,0.9692386537764311,0000006956,0000005586,0000005348,0000000150
0000007464,7464,0.8946513847458187,0000003794,0000001525,0000001964,0000006047
0000007465,7465,0.280175783748085,0000007038,0000004338,0000002828,0000006176
0000007466,7466,0.1482792885350577,0000006183,0000005896,0000004536,0000006599
0000007467,7467,0.4347726522155662,0000001238,0000003979,0000003676,0000000629
0000007468,7468,0.7964358944381956,0000001740,0000003425,0000007020,0000003178
0000007469,7469,0.8595423161495774,0000006109,0000007080,0000006212,0000001650
0000007470,7470,0.9424722924835581,0000003517,0000002581,0000000998,0000003919
0000007471,7471,0.9038647731095726,0000003031,0000002120,0000005932,0000004945
0000007472,7472,0.6622307790960806,0000004465,0000005772,0000000994,0000000848
0000007473,7473,0.16010973097562783,0000006737,0000004179,0000005270,0000005829
0000007474,7474,0.14735796003350873,0000004661,0000002614,0000004706,0000006494
0000007475,7475,0.6183775671254551,0000003435,0000002943,0000006771,0000002711
0000007476,7476,0.874531020672923,0000007032,0000006523,0000006551,0000001753
0000007477,7477,0.1979183923311563,0000006517,0000005695,0000006292,0000007189
0000007478,7478,0.9941217675327824,0000001145,0000007259,0000000561,0000001960
0000007479,7479,0.7943647099350137,0000001449,0000006951,0000002613,0000006312
0000007480,7480,0.075213052305202
0000007481,7481,0.8407505795614749,0000006721,0000007184,0000003405,0000005288
0000007482,7482,0.41867187181376425,0000004240,0000001601,0000005384,0000005353
0000007483,7483,0.9913979054888074,0000004940,0000004624,0000002947,0000005731
0000007484,7484,0.09597587168355261,0000004751,0000002047,0000002132,0000005068
0000007485,7485,0.7606716765631424,0000005246,0000000301,0000006971,0000006807
0000007486,7486,0.39326361518325814,0000000107,0000005427,0000003786,0000000150
0000007487,7487,0.05795115620964479,0000002940,0000000921,0000007020,0000005761
0000007488,7488,0.45601604158854686,0000002154,0000001831,0000002606,0000005825
0000007489,7489,0.6858572189841655,0000000082,0000000848,0000006837,0000001315
0000007490,7490,0.20161870158500889,0000002558,0000002949,0000005240,0000002920
0000007491,7491,0.15765978362000854,0000002137,0000006216,0000003668,0000002581
0000007492,7492,0.7518528736573951,0000001616,0000001204,0000003271,0000000142
0000007493,7493,0.11995022615231697,0000000610,0000002242,0000006730,0000007345
0000007494,7494,0.42480508060287053,0000005806,0000004480,0000006096,0000004981
0000007495,7495,0.11411057270015033,0000006201,0000002102,0000001506,0000002110
0000007496,7496,0.4701952701479975,0000004421,0000004565,0000003979,0000005001
0000007497,7497,0.02606165818280241,0000002767,0000000223,0000005854,0000000135
0000007498,7498,0.47015638775017127,0000005900,0000001482,0000003460,0000000168
0000007499,7499,0.8002805777842885,0000005856,0000005516,0000001598,0000001108
0000007500,7500,0.6217103437819718,0000002810,0000005999,0000004559,0000004013
0000007501,7501,0.2032972238131249,0000002724,0000005846,0000000077,0000004498
0000007502,7502,0.10578391699952622,0000004768,0000003695,0000005290,0000001771
0000007503,7503,0.5665707338479726,0000005218,0000005839,0000000436,0000001102
0000007504,7504,0.8522196028781178,0000006376,0000004785,0000005884,0000002199
0000007505,7505,0.7549065419488367,0000004629,0000007423,0000006270,0000002040
0000007506,7506,0.4638479290863433,0000000481,0000006439,0000001085,0000006192
0000007507,7507,0.027730096528701308,0000004712,0000000026,0000006006,0000005684
0000007508,7508,0.19276231499342414,0000000833,0000000037,0000007457,0000005091
0000007509,7509,0.613724800939506,0000002406,0000006361,0000001721,0000005295
0000007510,7510,0.25796265656250245,0000002984,0000003825,0000001824,0000003704
0000007511,7511,0.9614223106080546,0000004339,0000000458,0000006373,0000000997
0000007512,7512,0.9563077129461257,0000000545,0000003238,0000003580,0000002350
0000007513,7513,0.3697055695189258
0000007514,7514,0.3257326220123035,0000001080,0000001938,0000006234,0000002762
0000007515,7515,0.6870309435016455,0000004651,0000001949,0000002970,0000004182
0000007516,7516,0.40877133814944305,0000001994,0000007336,0000000012,0000006482
0000007517,7517,0.7621792944805329,0000006439,0000006131,0000005654,0000004278
0000007518,7518,0.054904122964870274,0000004151,0000007230,0000003389,0000000313
0000007519,7519,0.7142418266578774,0000004795,0000007166,0000001006,0000002763
0000007520,7520,0.8552134790113779,0000006022,0000001759,0000000936,0000000147
0000007521,7521,0.007769137740028948,0000003585,0000007168,0000003729,0000007361
0000007522,7522,0.9453275626421495,0000003633,0000001815,0000001124,0000004600
0000007523,7523,0.565275825802945
0000007524,7524,0.9363264390725676,0000002171,0000004711,0000005879,0000001186
0000007525,7525,0.67484829198208,0000007237,0000005246,0000001290,0000007308
0000007526,7526,0.48776274700024264,0000006176,0000003978,0000006018,0000005332
0000007527,7527,0.042302305790228534,0000006843,0000003302,0000006087,0000004540
0000007528,7528,0.15428180946906378
0000007529,7529,0.8052624584163003,0000002778,0000006624,0000006989,0000003791
0000007530,7530,0.7924266300816367,0000002848,0000003681,0000006146,0000007116
0000007531,7531,0.4526931020200252,0000000951,0000004067,0000002343,0000006513
0000007532,7532,0.8099711152802824,0000000898,0000007475,0000006308,0000006376
0000007533,7533,0.04988042823891136,0000007263,0000002952,0000007351,0000005583
0000007534,7534,0.5634103964858314,0000003604,0000006820,0000001027,0000001355
0000007535,7535,0.6108155627764765,0000004065,0000006330,0000004695,0000004750
0000007536,7536,0.1022219864990795,0000000685,0000006391,0000003633,0000007030
0000007537,7537,0.25107451707897976,0000006316,0000007274,0000000883,0000002942
0000007538,7538,0.9104987306563012,0000000472,0000006555,0000004846,0000005567
0000007539,7539,0.7181368356875353,0000001682,0000002125,0000006716,0000002988
0000007540,7540,0.6866928986229596,0000000190,0000001111,0000002830,0000001685
0000007541,7541,0.855642862203421,0000005713,0000004746,0000000928,0000006166
0000007542,7542,0.3760284775130733,0000003380,0000001811,0000006791,0000007443
0000007543,7543,0.39145825099333575,0000006845,0000000106,0000005005,0000006076
0000007544,7544,0.9940375104939843,0000006427,0000007291,0000002743,0000001956
0000007545,7545,0.630903426016139,0000000359,0000002521,0000005509,0000005636
0000007546,7546,0.2177832406747225,0000000484,0000001018,0000000668,0000002816
0000007547,7547,0.3635535008065528,0000006511,0000005282,0000003774,0000003074
0000007548,7548,0.8375275900228156,0000001756,0000001527,0000000381,0000005087
0000007549,7549,0.5841759614502523,0000000273,0000005414,0000001113,0000000108
0000007550,7550,0.7778714931915369,0000004128,0000001178,0000004670,0000002894
0000007551,7551,0.9458794267391594,0000006852,0000002953,0000006552,0000004819
0000007552,7552,0.9358629023900407,0000001316,0000007386,0000005538,0000001411
0000007553,7553,0.7536218733537724,0000004451,0000001150,0000004690,0000001428
0000007554,7554,0.38182934235816457,0000002650,0000002989,0000003437,0000000547
0000007555,7555,0.7063450554484089,0000004860,0000006834,0000000777,0000001062
0000007556,7556,0.9933535373181056,0000003651,0000002797,0000001592,0000007487
0000007557,7557,0.3509226565625974,0000005505,0000001206,0000002152,0000006224
0000007558,7558,0.9511955695602526,0000000897,0000004335,0000001510,0000000787
0000007559,7559,0.1880770643350184,0000004914,0000000296,0000000809,0000002923
0000007560,7560,0.3153395919605445,0000002019,0000005548,0000003076,0000001630
0000007561,7561,0.6001457287788945,0000001972,0000004845,0000006290,0000004325
0000007562,7562,0.9085487935876634,0000005292,0000006012,0000001350,0000005812
0000007563,7563,0.8633607388192907,0000005922,0000004958,0000005378,0000002432
0000007564,7564,0.7853256901405256,0000005832,0000001829,0000004287,0000004540
0000007565,7565,0.5781291029120975
0000007566,7566,0.9205268686519722,0000002668,0000007451,0000004990,0000000253
0000007567,7567,0.9796276239454462,0000006388,0000007241,0000000579,0000003360
0000007568,7568,0.3679754693270974,0000005539,0000001135,0000003982,0000005876
0000007569,7569,0.14029774806157091,0000004392,0000007243,0000002086,0000006952
0000007570,7570,0.8845104672210825,0000001423,0000005125,0000003804,0000004419
0000007571,7571,0.5868267401123801,0000001265,0000007511,0000006127,0000000252
0000007572,7572,0.22939855825327163,0000004313,0000003881,0000001351,0000005507
0000007573,7573,0.9444756450804176,0000003807,0000006325,0000007017,0000005547
0000007574,7574,0.1670998100700017,0000005222,0000002339,0000002829,0000004385
0000007575,7575,0.9716045630539939,0000002261,0000004160,0000000154,0000001134
0000007576,7576,0.9440035641321327,0000004204,0000002176,0000003482,0000001207
0000007577,7577,0.9112169502640864,0000005325,0000003872,0000006639,0000005602
0000007578,7578,0.40431939761139607,0000007504,0000007415,0000002238,0000007485
0000007579,7579,0.2714483197288513,0000006975,0000001959,0000007100,0000003411
0000007580,7580,0.9719552048173639
0000007581,7581,0.06129280090257659,0000003134,0000001866,0000001721,0000001564
0000007582,7582,0.6250839477974948,0000006041,0000005990,0000003366,0000001303
0000007583,7583,0.12971960655239448,0000000384,0000003424,0000002260,0000000239
0000007584,7584,0.7366184310865381,0000007393,0000003693,0000000368,0000005703
0000007585,7585,0.9879939813841088,0000006086,0000006937,0000001613,0000004057
0000007586,7586,0.2924903777130706,0000000602,0000000780,0000000549,0000003025
0000007587,7587,0.7498255089150064,0000006171,0000003088,0000003436,0000005300
0000007588,7588,0.30845399218564984,0000007484,0000005736,0000005439,0000004414
0000007589,7589,0.8123963754097957,0000005349,0000001960,0000000744,0000007314
0000007590,7590,0.09170317683948628
0000007591,7591,0.6610332671124803,0000003523,0000002045,0000005026,0000003286
0000007592,7592,0.5500333888193566,0000001337,0000007433,0000001874,0000000288
0000007593,7593,0.15716542023502014,0000007355,0000007223,0000002768,0000007464
0000007594,7594,0.14180944046690808,0000007132,0000001233,0000004292,0000007112
0000007595,7595,0.12993207436702822,0000000995,0000003440,0000006224,0000004881
0000007596,7596,0.8216644648241309,0000007125,0000004128,0000004895,0000006066
0000007597,7597,0.11981634047645078,0000003758,0000006567,0000005407,0000004593
0000007598,7598,0.6767294121801605,0000002542,0000001667,0000003227,0000004231
0000007599,7599,0.6621138471107774,0000007399,0000005400,0000005286,0000004595
0000007600,7600,0.01024694472334577,0000006922,0000007075,0000007183,0000005116
0000007601,7601,0.4194027201491389,0000003716,0000000900,0000001081,0000001074
0000007602,7602,0.6398051793729098,0000001453,0000001632,0000005417,0000005126
0000007603,7603,0.17730780710520358,0000006228,0000002701,0000002086,0000000410
0000007604,7604,0.41599066138023794,0000000911,0000000242,0000001179,0000004506
0000007605,7605,0.711819530838288,0000005934,0000005417,0000001590,0000003902
0000007606,7606,0.9600760007493391,0000002618,0000005384,0000000197,0000002687
0000007607,7607,0.5429036323993254,0000007392,0000006651,0000001621,0000001288
0000007608,7608,0.30747789688085697,0000001811,0000006840,0000000947,0000004713
0000007609,7609,0.3973207412018662,0000005103,0000001216,0000005063,0000001616
0000007610,7610,0.8575090211165802,0000005672,0000007592,0000002672,0000001505
0000007611,7611,0.05943748289639972,0000003238,0000007323,0000005871,0000003005
0000007612,7612,0.771103348545018,0000007065,0000006950,0000007093,0000003915
0000007613,7613,0.5293838921676742,0000004044,0000000492,0000002050,0000000392
0000007614,7614,0.7335323553657127,0000002627,0000005145,0000005599,0000003910
0000007615,7615,0.6612571710820785,0000000481,0000001155,0000000367,0000004199
0000007616,7616,0.48153451648887374,0000005381,0000004908,0000007349,0000004667
0000007617,7617,0.4224591626607048,0000007385,0000000367,0000006536,0000002433
0000007618,7618,0.17961040107543147,0000002918,0000004124,0000005984,0000007080
0000007619,7619,0.39076393454079406
0000007620,7620,0.9365263544275034,0000000870,0000001703,0000001948,0000005228
0000007621,7621,0.454849790353694,0000002020,0000004792,0000001594,0000007166
0000007622,7622,0.2168408612201599,0000003167,0000006154,0000004593,0000006389
0000007623,7623,0.5762743408026955,0000001495,0000002981,0000001366,0000006766
0000007624,7624,0.6732175656011362,0000000871,0000002766,0000003448,0000001376
0000007625,7625,0.7274325845322723,0000004716,0000003409,0000004573,0000000093
0000007626,7626,0.5644657285220301,0000004820,0000003842,0000006597,0000000514
0000007627,7627,0.15892296902898492,0000005646,0000001142,0000006158,0000000418
0000007628,7628,0.10178532486812944
0000007629,7629,0.49026806271500745,0000006857,0000000927,0000005028,0000005490
0000007630,7630,0.7807551823734195,0000007556,0000004459,0000002655,0000004915
0000007631,7631,0.40012858640757853,0000001238,0000004291,0000001628,0000000821
0000007632,7632,0.637799546198042,0000006286,0000004304,0000001645,0000005387
0000007633,7633,0.8117594905612837,0000003341,0000002981,0000001882,0000002280
0000007634,7634,0.8003835310733574,0000003439,0000006279,0000000085,0000005623
0000007635,7635,0.3073801965668811,0000006693,0000003381,0000002070,0000004724
0000007636,7636,0.28992693055762575,0000003982,0000001495,0000003981,0000000141
0000007637,7637,0.654783076340117,0000002601,0000003477,0000005014,0000002430
0000007638,7638,0.7273732100346185,0000000795,0000004616,0000004016,0000005762
0000007639,7639,0.8484719209036145,0000007301,0000004405,0000006383,0000003687
0000007640,7640,0.7473158536608961,0000007235,0000005202,0000007536,0000002286
0000007641,7641,0.4661266161816182,0000000989,0000006453,0000005165,0000000771
0000007642,7642,0.8355670301937532,0000002290,0000007552,0000002494,0000000325
0000007643,7643,0.06900870347681509,0000000686,0000001140,0000004356,0000000036
0000007644,7644,0.663927985714353,0000002404,0000000804,0000003963,0000006928
0000007645,7645,0.11537861344910279,0000002483,0000006868,0000004071,0000003397
0000007646,7646,0.824229309296603,0000003647,0000003852,0000003879,0000006679
0000007647,7647,0.5987033298164202,0000002854,0000003542,0000005504,0000006506
0000007648,7648,0.2905575578461098,0000002252,0000001250,0000001631,0000002060
0000007649,7649,0.3798110754898118,0000003523,0000006256,0000002169,0000005248
0000007650,7650,0.9929176028562071,0000003939,0000006140,0000003632,0000007179
0000007651,7651,0.45752213383885176,0000000220,0000003532,0000005549,0000006285
0000007652,7652,0.774293167745907,0000004678,0000001377,0000006795,0000000282
0000007653,7653,0.4574203955960423,0000006602,0000003879,0000000603,0000006473
0000007654,7654,0.4866813752602533,0000002682,0000005169,0000001827,0000003604
0000007655,7655,0.8790829977997758,0000000303,0000002126,0000001521,0000006933
0000007656,7656,0.9806228402801515,0000001767,0000003596,0000003102,0000003285
0000007657,7657,0.15201413243781214,0000007579,0000006042,0000003510,0000000451
0000007658,7658,0.9685477708893597,0000003963,0000001933,0000001769,0000007545
0000007659,7659,0.43158900321837856,0000006339,0000002152,0000004670,0000002363
0000007660,7660,0.4292909149794895,0000004598,0000000957,0000006100,0000001347
0000007661,7661,0.5596009053042741,0000000871,0000002384,0000003326,0000001803
0000007662,7662,0.6087388164555247,0000005902,0000000600,0000001040,0000003924
0000007663,7663,0.7159510694569658,0000004059,0000006290,0000001049,0000004122
0000007664,7664,0.32355414884220923,0000004181,0000000099,0000003553,0000006909
0000007665,7665,0.8197622452486375,0000005203,0000001801,0000001854,0000000130
0000007666,7666,0.8798335585610519,0000002786,0000001742,0000004564,0000001348
0000007667,7667,0.7283283987101571,0000001268,0000003876,0000000178,0000005359
0000007668,7668,0.5783147727534033,0000006036,0000002525,0000001408,0000003307
0000007669,7669,0.2644148236416527,0000006786,0000001042,0000004137,0000003874
0000007670,7670,0.7318239670580078,0000006107,0000004899,0000004252,0000002486
0000007671,7671,0.5661680547122444,0000004019,0000002355,0000005075,0000007620
0000007672,7672,0.258745493383987,0000005339,0000001387,0000001049,0000005032
0000007673,7673,0.8420153694358029,0000001415,0000003253,0000005077,0000000121
0000007674,7674,0.8356341661948269,0000001506,0000001425,0000005792,0000006163
0000007675,7675,0.9403133968314026,0000003126,0000006269,0000000481,0000006930
0000007676,7676,0.6047190623785469,0000002786,0000007060,0000002212,0000005306
0000007677,7677,0.5075044594308855,0000007516,0000001182,0000006098,0000005587
0000007678,7678,0.9424679238535472,0000002084,0000001349,0000006183,0000000342
0000007679,7679,0.22274597652194425,0000006245,0000003322,0000000375,0000006704
0000007680,7680,0.2543451996854674,0000002860,0000004502,0000003181,0000004920
0000007681,7681,0.09792860516335083,0000003531,0000006830,0000007025,0000002917
0000007682,7682,0.31709561983117823,0000002988,0000003837,0000005115,0000005362
